Concept	LID	WNUM	LName	Sampa	Tokens	CV	Classes	Sonority	Type	Filename
Bürste	139171	50	Exdorf	"by6S.t@	ˈb yɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH54AW1_g
Bürste	71182	51	Schachach	"bi6S.dn	ˈb iɐ ʃ . d n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED27AW1_g
Bürste	133243	52	Burgrieden	"bU6S.t@	ˈb ʊɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED41AW1_g
Bürste	136211	53	Köln	"b2:S_/	ˈb øː ʃ̌ 	1	CVCC	PV:F	514	s	WEJ44AW1_g
Bürste	102330	54	Albersloh	"by@s.l@	ˈb yə s . l ə 	2	CVCC.CV	PVVF.LV	514.21	s.w	WEG08AW1_g
Bürste	109582	55	Diekhusen-Fahrstedt	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEF58AW1_g
Bürste	110375	56	Barßel	"b9.Sl	ˈb œ . ʃ l 	2	CV.CV	PV.FL	51.42	s.w	WEJ67AW1_g
Bürste	116468	57	Huddestorf	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG00AW1_g
Bürste	117816	58	Gerbstedt	"bE:S.t@	ˈb ɛː ʃ . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEH64AW1_g
Bürste	98885	59	Kruft	"by:St_/	ˈb yː ʃ ť 	1	CVCCC	PV:FP	5145	s	WEG18AW1_g
Bürste	138212	60	Rosswein	"bE6.d@	ˈb ɛɐ . d ə 	2	CVC.CV	PVV.PV	51.51	s.w	WEH18AW1_g
Bürste	126108	61	Götz/Brandenburg	"b9@S.t@	ˈb œə ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG99AW1_g
Bürste	126983	62	Schönbeck	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG67AW1_g
Bürste	77989	63	Wildpoldsried	"bi:S.t@	ˈb iː ʃ . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEG35AW1_g
Bürste	101005	64	Frohnhausen/Battenberg	"bY6S.d@	ˈb ʏɐ ʃ . d ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEF47AW1_g
Bürste	118882	65	Grünow	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG76AW1_g
Bürste	115354	66	Kuhstedt	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEF68AW1_g
Bürste	93399	67	Hermannsreuth	"bI6S.tn	ˈb ɪɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WEG27AW1_g
Bürste	534317	68	Niederauerbach	"be@St	ˈb eə ʃ t 	1	CVCCC	PVVFP	5145	s	WEJ28AW1_g
Bürste	124917	69	Jürgenshagen	"b96st	ˈb œɐ s t 	1	CVCCC	PVVFP	5145	s	WEG56AW1_g
Bürste	131034	70	Horheim	"by:6S.d@	ˈb yːɐ ʃ . d ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED39AW1_g
Bürste	121128	71	NeuSchadow/Lübben	"bE6S.dE	ˈb ɛɐ ʃ . d ɛ 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG94AW1_g
Bürste	106665	72	Wasbek	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEJ62AW1_g
Bürste	137182	73	Altenberg/Erzg	"b9@.SE	ˈb œə . ʃ ɛ 	2	CVC.CV	PVV.FV	51.41	s.w	WEH06AW1_g
Bürste	122070	74	Verchen	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG62AW1_g
Bürste	104396	75	EngterHuxelort	"b9.sn	ˈb œ . s n 	2	CV.CV	PV.FN	51.43	s.w	WEC81AW1_g
Bürste	80214	76	Ramsau	"bi6St	ˈb iɐ ʃ t 	1	CVCCC	PVVFP	5145	s	WEG33AW1_g
Bürste	84354	77	Peterskirchen	"bi6S.tn	ˈb iɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WEG31AW1_g
Bürste	139458	78	Schellroda	"bE:S.t@	ˈb ɛː ʃ . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEH55AW1_g
Bürste	87273	79	Igling	"bi:S.t6	ˈb iː ʃ . t ɐ 	2	CVCC.CV	PV:F.PV	514.51	s.w	WED29AW1_g
Bürste	118165	80	Falkenthal	"b9:St	ˈb œː ʃ t 	1	CVCCC	PV:FP	5145	s	WEG73AW1_g
Bürste	134449	81	Leuth	"b2:6S.t@	ˈb øːɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEC86AW1_g
Bürste	80028	82	Eichenhofen	"bI6S.tn	ˈb ɪɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED50AW1_g
Bürste	119195	83	Wolgast	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WE953AW1_g
Bürste	98830	84	Niederasphe	"b9S.t@	ˈb œ ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEF50AW1_g
Bürste	105687	85	Osterhagen	"bYs.dn	ˈb ʏ s . d n 	2	CVC.CV	PVF.PN	514.53	s.w	WEC69AW1_g
Bürste	88232	86	Altentrüdingen	"bi:6S.t6	ˈb iːɐ ʃ . t ɐ 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED34AW1_g
Bürste	87629	87	Zellingen	"b9S.t@	ˈb œ ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WED03AW1_g
Bürste	97362	88	Ensheim	"bE@St	ˈb ɛə ʃ t 	1	CVCCC	PVVFP	5145	s	WED05AW1_g
Bürste	108547	89	WentorfAS	"b96st	ˈb œɐ s t 	1	CVCCC	PVVFP	5145	s	WEF73AW1_g
Bürste	135360	90	Aachen	"b2:S_/.t@	ˈb øː ʃ̌ . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEJ47AW1_g
Bürste	130378	91	Eschelbronn	"bESt	ˈb ɛ ʃ t 	1	CVCC	PVFP	5145	s	WEC94AW1_g
Bürste	112823	92	Oiste	"b9s.dn	ˈb œ s . d n 	2	CVC.CV	PVF.PN	514.53	s.w	WEG01AW1_g
Bürste	142179	93	Bockelwitz	"bY@s.t@	ˈb ʏə s . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH36AW1_g
Bürste	131639	94	Billingsbach	"v6S.d@	ˈv ɐ ʃ . d ə 	2	CVC.CV	FVF.PV	414.51	s.w	WED02AW1_g
Bürste	93295	95	Binswangen	"bYSt	ˈb ʏ ʃ t 	1	CVCC	PVFP	5145	s	WED31AW1_g
Bürste	97293	96	Hönebach	"bE6S	ˈb ɛɐ ʃ 	1	CVCC	PVVF	514	s	WEG12AW1_g
Bürste	117389	97	Wieda	"b9S.tn	ˈb œ ʃ . t n 	2	CVC.CV	PVF.PN	514.53	s.w	WEC56AW1_g
Bürste	125647	98	Osterfeld	"b26S.t@	ˈb øɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH03AW1_g
Bürste	97691	99	Mörshausen	"b9S.t@	ˈb œ ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEG84AW1_g
Bürste	114506	100	Dreeke	"b9.sn	ˈb œ . s n 	2	CV.CV	PV.FN	51.43	s.w	WEG02AW1_g
Bürste	141827	101	Lampertswalde	"bY@s.t@	ˈb ʏə s . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH38AW1_g
Bürste	142407	102	Schmannewitz	"bY6s.t@	ˈb ʏɐ s . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH39AW1_g
Bürste	109126	103	Holmkjer	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEF64AW1_g
Bürste	101114	104	Vielbrunn	"bES.d@	ˈb ɛ ʃ . d ə 	2	CVC.CV	PVF.PV	514.51	s.w	WED04AW1_g
Bürste	104872	105	Astfeld	"bE:s.t@	ˈb ɛː s . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEC62AW1_g
Bürste	122935	106	Pretzsch/Wittenberg	"bY6S.d@	ˈb ʏɐ ʃ . d ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG90AW1_g
Bürste	132665	107	Pfaffenrot	"bi:@St	ˈb iːə ʃ t 	1	CVCCC	PVVFP	5145	s	WEC95AW1_g
Bürste	100120	108	Orferode	"bE6S.dn	ˈb ɛɐ ʃ . d n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WEE29AW1_g
Bürste	102505	109	Haddorf	"b9.Sl	ˈb œ . ʃ l 	2	CV.CV	PV.FL	51.42	s.w	WEG06AW1_g
Bürste	71626	110	Oberviehbach	"bi6S.tn	ˈb iɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED46AW1_g
Bürste	112854	111	Ohrdorf	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEF76AW1_g
Bürste	112022	112	Ebstorf	"b96st	ˈb œɐ s t 	1	CVCCC	PVVFP	5145	s	WEF75AW1_g
Bürste	129216	113	Schömberg	"bi:@S.t@	ˈb iːə ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEC99AW1_g
Bürste	142132	114	Großwechsungen/Nordhausen	"bE:S.tn	ˈb ɛː ʃ . t n 	2	CVCC.CV	PV:F.PN	514.53	s.w	WEG86AW1_g
Bürste	97496	115	Bremscheid	"by6S.t@	ˈb yɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG15AW1_g
Bürste	137105	116	Ebertshausen	"by6S.t@	ˈb yɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEH53AW1_g
Bürste	78677	117	Oberau	"bI6St	ˈb ɪɐ ʃ t 	1	CVCCC	PVVFP	5145	s	WED43AW1_g
Bürste	107979	118	Bardenfleth	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEJ61AW1_g
Bürste	126340	119	Benzingerode/Wernigerode	"b9@.S@	ˈb œə . ʃ ə 	2	CVC.CV	PVV.FV	51.41	s.w	WEG87AW1_g
Bürste	137478	120	Rammenau	"baS.t@	ˈb a ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEH23AW1_g
Bürste	103623	121	Herrentrup	"bYs.?n	ˈb ʏ s . ʔ n 	2	CVC.CV	PVF.PN	514.53	s.w	WEC79AW1_g
Bürste	112685	122	Eversen	"bUs	ˈb ʊ s 	1	CVC	PVF	514	s	WEF78AW1_g
Bürste	107244	123	Schwabstedt	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEF62AW1_g
Bürste	107810	124	Jesteburg	"b96st	ˈb œɐ s t 	1	CVCCC	PVVFP	5145	s	WEF72AW1_g
Bürste	93455	125	Klafferstraß	"bi6s.tn	ˈb iɐ s . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED47AW1_g
Bürste	74385	126	Pöttmes	"bi6.Sn	ˈb iɐ . ʃ n 	2	CVC.CV	PVV.FN	51.43	s.w	WED32AW1_g
Bürste	133354	127	Iggingen	"bYSt	ˈb ʏ ʃ t 	1	CVCC	PVFP	5145	s	WED01AW1_g
Bürste	107178	128	Freden	"buRSt	ˈb u ʁ ʃ t 	1	CVCCC	PVLFP	51245	s	WEF83AW1_g
Bürste	119655	129	Altwarp	"bYSt	ˈb ʏ ʃ t 	1	CVCC	PVFP	5145	s	WEG65AW1_g
Bürste	141434	130	Mockern/Altenburg	"b2:RSt	ˈb øː ʁ ʃ t 	1	CVCCCC	PV:LFP	51245	s	WEG83AW1_g
Bürste	102355	131	Wüllen	"b9sk	ˈb œ s k 	1	CVCC	PVFP	5145	s	WEC82AW1_g
Bürste	534378	132	Reelkirchen	"bYs.?n	ˈb ʏ s . ʔ n 	2	CVC.CV	PVF.PN	514.53	s.w	WEC80AW1_g
Bürste	89340	133	Schnepfenbach	"b96St	ˈb œɐ ʃ t 	1	CVCCC	PVVFP	5145	s	WED37AW1_g
Bürste	98155	134	Offdilln	"bI@S.d@	ˈb ɪə ʃ . d ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED15AW1_g
Bürste	131478	135	Bempflingen	"bi:6St	ˈb iːɐ ʃ t 	1	CVCCC	PVVFP	5145	s	WED00AW1_g
Bürste	90559	136	Treffelstein	"bI6S.tn	ˈb ɪɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED51AW1_g
Bürste	100418	137	Wittelsberg	"buS.t@	ˈb u ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEF57AW1_g
Bürste	124734	138	Reetz/Belzig	"bOS.t@	ˈb ɔ ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEH01AW1_g
Bürste	127805	139	Kleinbottwar	"bi6S.t@	ˈb iɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG39AW1_g
Bürste	96934	140	Einöllen	"bE@St	ˈb ɛə ʃ t 	1	CVCCC	PVVFP	5145	s	WEG36AW1_g
Bürste	99705	141	Allna	"bUSt	ˈb ʊ ʃ t 	1	CVCC	PVFP	5145	s	WED08AW1_g
Bürste	136673	142	Theuma	"bOSt	ˈb ɔ ʃ t 	1	CVCC	PVFP	5145	s	WEG80AW1_g
Bürste	100345	143	Tann	"bi:@S.t@	ˈb iːə ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED21AW1_g
Bürste	105310	144	Herssum	"b9R.sl	ˈb œ ʁ . s l 	2	CVC.CV	PVL.FL	512.42	s.w	WEG03AW1_g
Bürste	71399	145	Pielenhofen	"bI6S.tn	ˈb ɪɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED49AW1_g
Bürste	136865	146	Helmers	"b96S.t@	ˈb œɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG50AW1_g
Bürste	142692	147	Engelsbach	"bYS.tn	ˈb ʏ ʃ . t n 	2	CVC.CV	PVF.PN	514.53	s.w	WEH57AW1_g
Bürste	115080	148	Ahrbergen	"b9@s.t@	ˈb œə s . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEF99AW1_g
Bürste	72938	149	Hartenstein	"bI6S.tn	ˈb ɪɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WED52AW1_g
Bürste	78096	150	Volkershausen	"b96S.t@	ˈb œɐ ʃ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED38AW1_g
Bürste	534207	151	Hohenkörben	"b9.Sl	ˈb œ . ʃ l 	2	CV.CV	PV.FL	51.42	s.w	WEG05AW1_g
Bürste	134531	152	Odenspiel	"by:@S_/.t@	ˈb yːə ʃ̌ . t ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WEG10AW1_g
Bürste	139652	153	Linz	"b9:S.t@	ˈb œː ʃ . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEH21AW1_g
Bürste	120286	154	KleinRossau	"bYst	ˈb ʏ s t 	1	CVCC	PVFP	5145	s	WEG70AW1_g
Bürste	94232	155	Dexbach	"bYS.t@	ˈb ʏ ʃ . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEF49AW1_g
Bürste	132787	156	Endenburg/Lehnacker	"b2:S.d@	ˈb øː ʃ . d ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEC98AW1_g
Bürste	99852	157	Hartenfels	"bi6St_/	ˈb iɐ ʃ ť 	1	CVCCC	PVVFP	5145	s	WEG13AW1_g
Bürste	98052	158	Herbornseelbach	"b9s.t@	ˈb œ s . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEE83AW1_g
Bürste	140999	159	Gornsdorf	"b9St	ˈb œ ʃ t 	1	CVCC	PVFP	5145	s	WEH70AW1_g
Bürste	120233	160	KirchKogel	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG41AW1_g
Bürste	120820	161	Breddin	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG72AW1_g
Bürste	118512	162	Bennin	"b9S	ˈb œ ʃ 	1	CVC	PVF	514	s	WEJ39AW1_g
Bürste	72112	163	Maibrunn/Straubing	"bi6S.tn	ˈb iɐ ʃ . t n 	2	CVCC.CV	PVVF.PN	514.53	s.w	WEG28AW1_g
Bürste	105112	164	Wangerooge	"b9.s@	ˈb œ . s ə 	2	CV.CV	PV.FV	51.41	s.w	WEJ75AW1_g
Bürste	535541	165	Lippramsdorf	"b9.sl	ˈb œ . s l 	2	CV.CV	PV.FL	51.42	s.w	WEC83AW1_g
Bürste	124194	166	Vietmannsdorf	"bYst	ˈb ʏ s t 	1	CVCC	PVFP	5145	s	WEG74AW1_g
Bürste	122830	167	Hundisburg	"bUs.t@	ˈb ʊ s . t ə 	2	CVC.CV	PVF.PV	514.51	s.w	WEG78AW1_g
Bürste	103582	168	Brockhausen	"b9:s.t@	ˈb œː s . t ə 	2	CVCC.CV	PV:F.PV	514.51	s.w	WEC78AW1_g
Bürste	114116	169	Osterbruch	"b9:s	ˈb œː s 	1	CVCC	PV:F	514	s	WEF70AW1_g
Bürste	94066	170	Oberwürzbach	"bE@St	ˈb ɛə ʃ t 	1	CVCCC	PVVFP	5145	s	WEC92AW1_g
Bürste	100376	171	Winterspelt	"bi:St_/	ˈb iː ʃ ť 	1	CVCCC	PV:FP	5145	s	WEG20AW1_g
Bürste	121905	172	GroßMohrdorf	"b9st	ˈb œ s t 	1	CVCC	PVFP	5145	s	WEG54AW1_g
Bürste	95188	173	Büdesheim	"bySt	ˈb y ʃ t 	1	CVCC	PVFP	5145	s	WED07AW1_g
Bürste	131625	174	Oberhomberg	"bi:6S.d@	ˈb iːɐ ʃ . d ə 	2	CVCC.CV	PVVF.PV	514.51	s.w	WED40AW1_g
Bürste	999	175	Standard	"bY6s.t@	ˈbʏɐs.tə	2	CVCC.CV	PVVF.PV	514.51	s.w	None
da	80157	1	Obermaiselstein	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED42AW1_g
da	90559	2	Treffelstein	"da:	ˈd aː 	1	CVC	PV:	51	s	WED51AW1_g
da	89340	3	Schnepfenbach	"d6	ˈd ɐ 	1	CV	PV	51	s	WED37AW1_g
da	101005	4	Frohnhausen/Battenberg	"do:	ˈd oː 	1	CVC	PV:	51	s	WEF47AW1_g
da	71182	5	Schachach	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED27AW1_g
da	79153	6	Ulbering	"d6	ˈd ɐ 	1	CV	PV	51	s	WED45AW1_g
da	535541	7	Lippramsdorf	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEC83AW1_g
da	103582	8	Brockhausen	"da:	ˈd aː 	1	CVC	PV:	51	s	WEC78AW1_g
da	116468	9	Huddestorf	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG00AW1_g
da	73053	10	Langenbruck	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED26AW1_g
da	110375	11	Barßel	"do:	ˈd oː 	1	CVC	PV:	51	s	WEJ67AW1_g
da	72938	12	Hartenstein	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED52AW1_g
da	71182	13	Schachach	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED27AW1_g
da	89144	14	Maxweiler(Übergangsgebiet)	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED33AW1_g
da	107178	15	Freden	"da:	ˈd aː 	1	CVC	PV:	51	s	WEF83AW1_g
da	131625	16	Oberhomberg	"dEn	ˈd ɛ n 	1	CVC	PVN	513	s	WED40AW1_g
da	115080	17	Ahrbergen	"dO6	ˈd ɔɐ 	1	CVC	PVV	51	s	WEF99AW1_g
da	141322	18	Wehrsdorf	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEJ49AW1_g
da	124917	19	Jürgenshagen	"dOn	ˈd ɔ n 	1	CVC	PVN	513	s	WEG56AW1_g
da	80214	20	Ramsau	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEG33AW1_g
da	141434	21	Mockern/Altenburg	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEG83AW1_g
da	119269	22	Herzfeld	"dOl	ˈd ɔ l 	1	CVC	PVL	512	s	WEG69AW1_g
da	98885	23	Kruft	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEG18AW1_g
da	132787	24	Endenburg/Lehnacker	"doU	ˈd oʊ 	1	CVC	PVV	51	s	WEC98AW1_g
da	87629	25	Zellingen	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED03AW1_g
da	89340	26	Schnepfenbach	"do:	ˈd oː 	1	CVC	PV:	51	s	WED37AW1_g
da	117629	27	Hammah	"d9:	ˈd œː 	1	CVC	PV:	51	s	WEF71AW1_g
da	93295	28	Binswangen	"da:	ˈd aː 	1	CVC	PV:	51	s	WED31AW1_g
da	114506	29	Dreeke	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEG02AW1_g
da	80028	30	Eichenhofen	"do:	ˈd oː 	1	CVC	PV:	51	s	WED50AW1_g
da	105112	32	Wangerooge	"d@	ˈd ə 	1	CV	PV	51	s	WEJ75AW1_g
da	87629	33	Zellingen	"d@t	ˈd ə t 	1	CVC	PVP	515	s	WED03AW1_g
da	134449	34	Leuth	"do:	ˈd oː 	1	CVC	PV:	51	s	WEC86AW1_g
da	136211	35	Köln	"dA:_\	ˈd ɑː̂ 	1	CVC	PV:	51	s	WEJ44AW1_g
da	125647	36	Osterfeld	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEH03AW1_g
da	87629	37	Zellingen	"da:	ˈd aː 	1	CVC	PV:	51	s	WED03AW1_g
da	142407	38	Schmannewitz	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEH39AW1_g
da	87273	40	Igling	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED29AW1_g
da	96433	41	Siebenbach	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEC89AW1_g
da	131639	42	Billingsbach	"d9:	ˈd œː 	1	CVC	PV:	51	s	WED02AW1_g
da	111294	43	Jeetzel	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEF74AW1_g
da	71626	44	Oberviehbach	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED46AW1_g
da	92088	45	Kemmern	"doU	ˈd oʊ 	1	CVC	PVV	51	s	WED53AW1_g
da	127102	46	Atzendorf(Straßfurt)	"da:	ˈd aː 	1	CVC	PV:	51	s	WEG88AW1_g
da	117816	47	Gerbstedt	"d@	ˈd ə 	1	CV	PV	51	s	WEH64AW1_g
da	110034	48	Theuma	"do:	ˈd oː 	1	CVC	PV:	51	s	WEJ69AW1_g
da	134449	49	Leuth	"dO6	ˈd ɔɐ 	1	CVC	PVV	51	s	WEC86AW1_g
da	73053	50	Langenbruck	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED26AW1_g
da	78096	51	Volkershausen	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED38AW1_g
da	76974	52	Schauenstein	"doU	ˈd oʊ 	1	CVC	PVV	51	s	WED55AW1_g
da	107810	53	Jesteburg	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEF72AW1_g
da	99867	54	Ungstein	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG38AW1_g
da	101005	55	Frohnhausen/Battenberg	"d6	ˈd ɐ 	1	CV	PV	51	s	WEF47AW1_g
da	118165	56	Falkenthal	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEG73AW1_g
da	81534	57	Weidenbach	"d6	ˈd ɐ 	1	CV	PV	51	s	WED35AW1_g
da	97496	58	Bremscheid	"da:_\	ˈd aː̂ 	1	CVC	PV:	51	s	WEG15AW1_g
da	92088	59	Kemmern	"do:	ˈd oː 	1	CVC	PV:	51	s	WED53AW1_g
da	100345	60	Tann	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED21AW1_g
da	98815	61	Niedernhausen	"da:	ˈd aː 	1	CVC	PV:	51	s	WEJ36AW1_g
da	101114	62	Vielbrunn	"do:	ˈd oː 	1	CVC	PV:	51	s	WED04AW1_g
da	94066	63	Oberwürzbach	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEC92AW1_g
da	119655	64	Altwarp	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG65AW1_g
da	120233	65	KirchKogel	"da:	ˈd aː 	1	CVC	PV:	51	s	WEG41AW1_g
da	127805	66	Kleinbottwar	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG39AW1_g
da	100376	67	Winterspelt	"d@_\	ˈd ə̂ 	1	CV	PV	51	s	WEG20AW1_g
da	534207	68	Hohenkörben	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG05AW1_g
da	122935	70	Pretzsch/Wittenberg	"da:	ˈd aː 	1	CVC	PV:	51	s	WEG90AW1_g
da	80028	71	Eichenhofen	"doU	ˈd oʊ 	1	CVC	PVV	51	s	WED50AW1_g
da	103353	72	Wemb	"da:	ˈd aː 	1	CVC	PV:	51	s	WEC85AW1_g
da	112022	74	Ebstorf	"do:	ˈd oː 	1	CVC	PV:	51	s	WEF75AW1_g
da	117389	76	Wieda	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEC56AW1_g
da	104396	77	EngterHuxelort	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEC81AW1_g
da	79153	79	Ulbering	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED45AW1_g
da	130378	80	Eschelbronn	"do:	ˈd oː 	1	CVC	PV:	51	s	WEC94AW1_g
da	130378	81	Eschelbronn	"d6	ˈd ɐ 	1	CV	PV	51	s	WEC94AW1_g
da	87273	82	Igling	"d6	ˈd ɐ 	1	CV	PV	51	s	WED29AW1_g
da	97362	84	Ensheim	"d@	ˈd ə 	1	CV	PV	51	s	WED05AW1_g
da	78677	85	Oberau	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED43AW1_g
da	114794	86	Jever	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WEJ65AW1_g
da	97362	87	Ensheim	"do:	ˈd oː 	1	CVC	PV:	51	s	WED05AW1_g
da	98052	88	Herbornseelbach	"da:	ˈd aː 	1	CVC	PV:	51	s	WEE81AW1_g
da	92088	89	Kemmern	"d2:	ˈd øː 	1	CVC	PV:	51	s	WED53AW1_g
da	131034	90	Horheim	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WED39AW1_g
da	132113	91	Seelbach	"do:	ˈd oː 	1	CVC	PV:	51	s	WEC97AW1_g
da	98052	92	Herbornseelbach	"dOU	ˈd ɔʊ 	1	CVC	PVV	51	s	WEE81AW1_g
da	137478	93	Rammenau	"d@	ˈd ə 	1	CV	PV	51	s	WEH23AW1_g
da	131639	94	Billingsbach	"dA:	ˈd ɑː 	1	CVC	PV:	51	s	WED02AW1_g
da	100120	95	Orferode	"dOU	ˈd ɔʊ 	1	CVC	PVV	51	s	WEE29AW1_g
da	80157	96	Obermaiselstein	"da:	ˈd aː 	1	CVC	PV:	51	s	WED42AW1_g
da	123486	97	Landgrafroda/Querfurt	"da:	ˈd aː 	1	CVC	PV:	51	s	WEG89AW1_g
da	132665	98	Pfaffenrot	"dO:	ˈd ɔː 	1	CVC	PV:	51	s	WEC95AW1_g
da	132665	99	Pfaffenrot	"da:	ˈd aː 	1	CVC	PV:	51	s	WEC95AW1_g
da	134449	100	Leuth	"da:	ˈd aː 	1	CVC	PV:	51	s	WEC86AW1_g
da	121905	101	GroßMohrdorf	"do:	ˈd oː 	1	CVC	PV:	51	s	WEG54AW1_g
